Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,,,,,Media Fuel Info City,"Ponderi Fuel Info (RANDBETWEEN(0,10)","SUMPRODUCT(Fuel Info, ponderi)",SUM(ponderi),Media ponderat?,Mediana Fuel Info,Modul Fuel Info,Abaterea standard Fuel Info
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2011 Hyundai Genesis Coupe 2.0T R-Spec,Hyundai,2011 Hyundai Genesis Coupe,2011,210,223,,,,,,9,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Hyundai Genesis Coupe 3.8 Track,Hyundai,2011 Hyundai Genesis Coupe,2011,306,266,,,,,,9,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2011 Hyundai Genesis Coupe 3.8 Track AT,Hyundai,2011 Hyundai Genesis Coupe,2011,306,266,,,,,,4,,,,,,
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2010 Hyundai Genesis Coupe 2.0T Premium,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,,,,,,9,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 AT,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,,,,,,4,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 Track AT,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,,,,,,0,,,,,,
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2010 Hyundai Genesis Coupe 2.0T R-Spec,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,,,,,,8,,,,,,
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,30,Automatic transmission,2010 Hyundai Genesis Coupe 2.0T Premium AT,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,,,,,,7,,,,,,
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2010 Hyundai Genesis Coupe 2.0T Track,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,,,,,,1,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2010 Hyundai Genesis Coupe 3.8,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,,,,,,6,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 Grand Touring AT,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,,,,,,4,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2010 Hyundai Genesis Coupe 3.8 Track,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,,,,,,9,,,,,,
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,30,Automatic transmission,2010 Hyundai Genesis Coupe 2.0T AT,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,,,,,,1,,,,,,
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2010 Hyundai Genesis Coupe 3.8 Grand Touring,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,,,,,,10,,,,,,
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2010 Hyundai Genesis Coupe 2.0T,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,,,,,,8,,,,,,
157,118,3,Rear-wheel drive,Mercedes-AMG 6.3L 8 Cylinder 451 hp 443 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,19,Automatic transmission,2010 Mercedes-Benz C63 AMG Sport,AMG,2010 Mercedes-Benz C-Class,2010,451,443,,,,,,9,,,,,,
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2010 Volkswagen GTI 2-Door,Volkswagen,2010 Volkswagen GTI 2-Door,2010,200,207,,,,,,10,,,,,,
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Volkswagen GTI 2-Door,Volkswagen,2011 Volkswagen GTI 2-Door,2011,200,207,,,,,,6,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2012 Ford Mustang V6,Ford,2012 Ford Mustang Coup,2012,305,280,,,,,,9,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,31,Automatic transmission,2012 Ford Mustang V6 AT,Ford,2012 Ford Mustang Coup,2012,305,280,,,,,,2,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2012 Ford Mustang V6 Premium,Ford,2012 Ford Mustang Coup,2012,305,280,,,,,,5,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,31,Automatic transmission,2012 Ford Mustang V6 Premium AT,Ford,2012 Ford Mustang Coup,2012,305,280,,,,,,1,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 Ford Mustang GT,Ford,2012 Ford Mustang Coup,2012,412,390,,,,,,7,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Ford Mustang GT AT,Ford,2012 Ford Mustang Coup,2012,412,390,,,,,,5,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 Ford Mustang GT Premium,Ford,2012 Ford Mustang Coup,2012,412,390,,,,,,4,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Ford Mustang GT Premium AT,Ford,2012 Ford Mustang Coup,2012,412,390,,,,,,7,,,,,,
119,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 444 hp 380 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 Ford Mustang Boss 302,Ford,2012 Ford Mustang Coup,2012,444,380,,,,,,7,,,,,,
165,22,234,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Mercedes-Benz C300 Luxury 4MATIC,Mercedes,2010 Mercedes-Benz C-Class,2010,228,221,,,,,,9,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,30,Manual transmission,2012 Ford Mustang V6 Convertible,Ford,2012 Ford Mustang Convertible,2012,305,280,,,,,,9,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2012 Ford Mustang V6 Convertible AT,Ford,2012 Ford Mustang Convertible,2012,305,280,,,,,,9,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,30,Manual transmission,2012 Ford Mustang V6 Premium Convertible,Ford,2012 Ford Mustang Convertible,2012,305,280,,,,,,4,,,,,,
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2012 Ford Mustang V6 Premium Convertible AT,Ford,2012 Ford Mustang Convertible,2012,305,280,,,,,,0,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,30,Manual transmission,2012 Ford Mustang GT Convertible,Ford,2012 Ford Mustang Convertible,2012,412,390,,,,,,8,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Ford Mustang GT Convertible AT,Ford,2012 Ford Mustang Convertible,2012,412,390,,,,,,5,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,30,Manual transmission,2012 Ford Mustang GT Premium Convertible,Ford,2012 Ford Mustang Convertible,2012,412,390,,,,,,10,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Ford Mustang GT Premium Convertible AT,Ford,2012 Ford Mustang Convertible,2012,412,390,,,,,,5,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2011 Ford Mustang V6 Convertible,Ford,2011 Ford Mustang Convertible,2011,305,280,,,,,,9,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2011 Ford Mustang V6 Convertible AT,Ford,2011 Ford Mustang Convertible,2011,305,280,,,,,,1,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2011 Ford Mustang V6 Premium Convertible,Ford,2011 Ford Mustang Convertible,2011,305,280,,,,,,2,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2011 Ford Mustang V6 Premium Convertible AT,Ford,2011 Ford Mustang Convertible,2011,305,280,,,,,,3,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Ford Mustang GT Convertible,Ford,2011 Ford Mustang Convertible,2011,412,390,,,,,,2,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Ford Mustang GT Convertible AT,Ford,2011 Ford Mustang Convertible,2011,412,390,,,,,,0,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Ford Mustang GT Premium Convertible,Ford,2011 Ford Mustang Convertible,2011,412,390,,,,,,0,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Ford Mustang GT Premium Convertible AT,Ford,2011 Ford Mustang Convertible,2011,412,390,,,,,,5,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2011 Ford Mustang V6,Ford,2011 Ford Mustang Coup,2011,305,280,,,,,,7,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,31,Automatic transmission,2011 Ford Mustang V6 AT,Ford,2011 Ford Mustang Coup,2011,305,280,,,,,,4,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2011 Ford Mustang V6 Premium,Ford,2011 Ford Mustang Coup,2011,305,280,,,,,,8,,,,,,
144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,31,Automatic transmission,2011 Ford Mustang V6 Premium AT,Ford,2011 Ford Mustang Coup,2011,305,280,,,,,,2,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Ford Mustang GT,Ford,2011 Ford Mustang Coup,2011,412,390,,,,,,0,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Ford Mustang GT AT,Ford,2011 Ford Mustang Coup,2011,412,390,,,,,,5,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 Ford Mustang GT Premium,Ford,2011 Ford Mustang Coup,2011,412,390,,,,,,6,,,,,,
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Ford Mustang GT Premium AT,Ford,2011 Ford Mustang Coup,2011,412,390,,,,,,8,,,,,,
150,22,234,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Mercedes-Benz C300 Sport FFV,Mercedes,2011 Mercedes-Benz C-Class,2011,228,221,,,,,,4,,,,,,
157,118,3,Rear-wheel drive,Mercedes-AMG 6.3L 8 Cylinder 451 hp 443 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2011 Mercedes-Benz C63 AMG Sport,AMG,2011 Mercedes-Benz C-Class,2011,451,443,,,,,,10,,,,,,
165,22,234,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2011 Mercedes-Benz C300 Luxury 4MATIC,Mercedes,2011 Mercedes-Benz C-Class,2011,228,221,,,,,,2,,,,,,
165,22,234,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2011 Mercedes-Benz C300 Luxury,Mercedes,2011 Mercedes-Benz C-Class,2011,228,221,,,,,,10,,,,,,
150,22,234,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Mercedes-Benz C350 Sport,Mercedes,2011 Mercedes-Benz C-Class,2011,268,258,,,,,,2,,,,,,
150,22,234,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV,TRUE,7,7 Speed Automatic Select Shift,13,E85,19,Automatic transmission,2011 Mercedes-Benz C300 Sport AT FFV,Mercedes,2011 Mercedes-Benz C-Class,2011,228,221,,,,,,8,,,,,,
190,175,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2011 Kia Rio5 LX,Kia,2011 Kia Rio5,2011,110,107,,,,,,8,,,,,,
190,175,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2011 Kia Rio5 SX,Kia,2011 Kia Rio5,2011,110,107,,,,,,1,,,,,,
190,185,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Kia Rio5 LX,Kia,2010 Kia Rio5,2010,110,107,,,,,,4,,,,,,
190,185,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Kia Rio5 LX AT,Kia,2010 Kia Rio5,2010,110,107,,,,,,4,,,,,,
190,185,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Kia Rio5 SX,Kia,2010 Kia Rio5,2010,110,107,,,,,,10,,,,,,
190,185,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Kia Rio5 SX AT,Kia,2010 Kia Rio5,2010,110,107,,,,,,6,,,,,,
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Volkswagen GTI 4-Door,Volkswagen,2011 Volkswagen GTI 4-Door,2011,200,207,,,,,,9,,,,,,
190,153,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Kia Rio,Kia,2010 Kia Rio,2010,110,107,,,,,,9,,,,,,
190,153,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Kia Rio LX,Kia,2010 Kia Rio,2010,110,107,,,,,,3,,,,,,
190,153,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Kia Rio LX AT,Kia,2010 Kia Rio,2010,110,107,,,,,,10,,,,,,
190,153,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Kia Rio SX,Kia,2010 Kia Rio,2010,110,107,,,,,,4,,,,,,
190,153,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2010 Kia Rio SX AT,Kia,2010 Kia Rio,2010,110,107,,,,,,7,,,,,,
74,8,249,Front-wheel drive,Kia 1.6L 4 Cylinder 122 hp 115 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,31,Manual transmission,2011 Kia Soul,Kia,2011 Kia Soul,2011,122,115,,,,,,7,,,,,,
74,8,249,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,30,Manual transmission,2011 Kia Soul +,Kia,2011 Kia Soul,2011,142,137,,,,,,5,,,,,,
74,8,249,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,30,Automatic transmission,2011 Kia Soul + AT,Kia,2011 Kia Soul,2011,142,137,,,,,,4,,,,,,
74,8,249,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,30,Automatic transmission,2011 Kia Soul !,Kia,2011 Kia Soul,2011,142,137,,,,,,4,,,,,,
74,8,249,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,30,Automatic transmission,2011 Kia Soul Sport,Kia,2011 Kia Soul,2011,142,137,,,,,,5,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,28,Manual transmission,2011 Chevrolet Camaro Coupe 1LS,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,7,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2011 Chevrolet Camaro Coupe 1LS AT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,7,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,29,Automatic transmission,2011 Chevrolet Camaro Coupe 2LS,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,8,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,28,Manual transmission,2011 Chevrolet Camaro Coupe 1LT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,8,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2011 Chevrolet Camaro Coupe 1LT AT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,4,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,28,Manual transmission,2011 Chevrolet Camaro Coupe 2LT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,6,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,30,Automatic transmission,2011 Chevrolet Camaro Coupe 2LT AT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,278,,,,,,1,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Chevrolet Camaro Coupe 1SS,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,420,,,,,,9,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,25,Automatic transmission,2011 Chevrolet Camaro Coupe 1SS AT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,420,,,,,,10,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Chevrolet Camaro Coupe 2SS,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,420,,,,,,10,,,,,,
96,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,25,Automatic transmission,2011 Chevrolet Camaro Coupe 2SS AT,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,420,,,,,,5,,,,,,
132,169,85,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,26,Manual transmission,2010 Ford Mustang V6,Ford,2010 Ford Mustang Coup,2010,210,240,,,,,,4,,,,,,
132,169,85,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,24,Automatic transmission,2010 Ford Mustang V6 AT,Ford,2010 Ford Mustang Coup,2010,210,240,,,,,,10,,,,,,
132,169,85,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,26,Manual transmission,2010 Ford Mustang V6 Premium,Ford,2010 Ford Mustang Coup,2010,210,240,,,,,,9,,,,,,
132,169,85,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,24,Automatic transmission,2010 Ford Mustang V6 Premium AT,Ford,2010 Ford Mustang Coup,2010,210,240,,,,,,5,,,,,,
132,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Manual,16,Gasoline,24,Manual transmission,2010 Ford Mustang GT,Ford,2010 Ford Mustang Coup,2010,315,325,,,,,,9,,,,,,
132,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Ford Mustang GT AT,Ford,2010 Ford Mustang Coup,2010,315,325,,,,,,9,,,,,,
132,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Manual,16,Gasoline,24,Manual transmission,2010 Ford Mustang GT Premium,Ford,2010 Ford Mustang Coup,2010,315,325,,,,,,1,,,,,,
132,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Ford Mustang GT Premium,Ford,2010 Ford Mustang Coup,2010,315,325,,,,,,10,,,,,,
74,8,249,Front-wheel drive,Kia 1.6L 4 Cylinder 122 hp 115 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,31,Manual transmission,2010 Kia Soul,Kia,2010 Kia Soul,2010,122,115,,,,,,1,,,,,,
74,8,249,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,30,Manual transmission,2010 Kia Soul +,Kia,2010 Kia Soul,2010,142,137,,,,,,10,,,,,,
